Metric,SalesDate,Amount
Amount collected,2024-09-25,2613.87
Unpaid balance,2024-09-25,0.0
Gross sales,2024-09-26,2220.39
Refunds,2024-09-26,0.0
Net sales,2024-09-26,2220.39
Overpayments,2024-09-26,0.0
Taxes expected,2024-09-26,203.64
Taxes collected,2024-09-26,203.64
Tips,2024-09-26,40.65
Amount collected,2024-09-26,2464.68
Unpaid balance,2024-09-26,0.0
Gross sales,2024-09-27,2703.6
Refunds,2024-09-27,0.0
Net sales,2024-09-27,2703.6
Overpayments,2024-09-27,0.0
Taxes expected,2024-09-27,245.2
Taxes collected,2024-09-27,245.2
Tips,2024-09-27,57.06
Amount collected,2024-09-27,3005.86
Unpaid balance,2024-09-27,0.0
Gross sales,2024-09-28,3395.71
Refunds,2024-09-28,0.0
Net sales,2024-09-28,3395.71
Overpayments,2024-09-28,0.0
Taxes expected,2024-09-28,308.07
Taxes collected,2024-09-28,308.07
Tips,2024-09-28,58.06
Amount collected,2024-09-28,3761.84
Unpaid balance,2024-09-28,0.0
Gross sales,2024-09-29,3131.1
Refunds,2024-09-29,0.0
Net sales,2024-09-29,3131.1
Overpayments,2024-09-29,0.0
Taxes expected,2024-09-29,288.57
Taxes collected,2024-09-29,288.57
Tips,2024-09-29,41.88
Amount collected,2024-09-29,3461.55
Unpaid balance,2024-09-29,0.0
Gross sales,2024-09-30,2064.63
Refunds,2024-09-30,0.0
Net sales,2024-09-30,2064.63
Overpayments,2024-09-30,0.0
Taxes expected,2024-09-30,188.08
Taxes collected,2024-09-30,188.08
Tips,2024-09-30,23.1
Amount collected,2024-09-30,2275.81
Unpaid balance,2024-09-30,0.0
Gross sales,2024-10-01,1880.28
Refunds,2024-10-01,0.0
Net sales,2024-10-01,1880.28
Overpayments,2024-10-01,0.0
Taxes expected,2024-10-01,171.68
Taxes collected,2024-10-01,171.68
Tips,2024-10-01,23.85
Amount collected,2024-10-01,2075.81
Unpaid balance,2024-10-01,0.0
Gross sales,2024-10-02,2580.6
Refunds,2024-10-02,0.0
Net sales,2024-10-02,2580.6
Overpayments,2024-10-02,0.0
Taxes expected,2024-10-02,240.19
Taxes collected,2024-10-02,240.19
Tips,2024-10-02,59.33
Amount collected,2024-10-02,2880.12
Unpaid balance,2024-10-02,0.0
Gross sales,2024-10-03,2741.69
Refunds,2024-10-03,0.0
Net sales,2024-10-03,2741.69
Overpayments,2024-10-03,0.0
Taxes expected,2024-10-03,252.97
Taxes collected,2024-10-03,252.97
Tips,2024-10-03,32.61
Amount collected,2024-10-03,3027.27
Unpaid balance,2024-10-03,0.0
Gross sales,2024-10-04,3421.96
Refunds,2024-10-04,0.0
Net sales,2024-10-04,3421.96
Overpayments,2024-10-04,0.0
Taxes expected,2024-10-04,315.45
Taxes collected,2024-10-04,315.45
Tips,2024-10-04,71.71
Amount collected,2024-10-04,3809.12
Unpaid balance,2024-10-04,0.0
Gross sales,2024-10-05,3770.07
Refunds,2024-10-05,0.0
Net sales,2024-10-05,3770.07
Overpayments,2024-10-05,0.0
Taxes expected,2024-10-05,348.45
Taxes collected,2024-10-05,348.45
Tips,2024-10-05,57.11
Amount collected,2024-10-05,4175.63
Unpaid balance,2024-10-05,0.0
Gross sales,2024-10-06,3098.28
Refunds,2024-10-06,0.0
Net sales,2024-10-06,3098.28
Overpayments,2024-10-06,0.0
Taxes expected,2024-10-06,286.54
Taxes collected,2024-10-06,286.54
Tips,2024-10-06,64.26
Amount collected,2024-10-06,3449.08
Unpaid balance,2024-10-06,0.0
Gross sales,2024-10-07,2057.78
Refunds,2024-10-07,0.0
Net sales,2024-10-07,2057.78
Overpayments,2024-10-07,0.0
Taxes expected,2024-10-07,186.68
Taxes collected,2024-10-07,186.68
Tips,2024-10-07,47.69
Amount collected,2024-10-07,2292.15
Unpaid balance,2024-10-07,0.0
Gross sales,2024-10-08,1967.89
Refunds,2024-10-08,0.0
Net sales,2024-10-08,1967.89
Overpayments,2024-10-08,0.0
Taxes expected,2024-10-08,182.19
Taxes collected,2024-10-08,182.19
Tips,2024-10-08,31.64
Amount collected,2024-10-08,2181.72
Unpaid balance,2024-10-08,0.0
Gross sales,2024-10-09,2050.67
Refunds,2024-10-09,0.0
Net sales,2024-10-09,2050.67
Overpayments,2024-10-09,0.0
Taxes expected,2024-10-09,187.43
Taxes collected,2024-10-09,187.43
Tips,2024-10-09,25.31
Amount collected,2024-10-09,2263.41
Unpaid balance,2024-10-09,0.0
Gross sales,2024-10-10,2429.82
Refunds,2024-10-10,0.0
Net sales,2024-10-10,2429.82
Overpayments,2024-10-10,0.0
Taxes expected,2024-10-10,220.13
Taxes collected,2024-10-10,220.13
Tips,2024-10-10,32.27
Amount collected,2024-10-10,2682.22
Unpaid balance,2024-10-10,0.0
Gross sales,2024-10-11,3428.77
Refunds,2024-10-11,0.0
Net sales,2024-10-11,3428.77
Overpayments,2024-10-11,0.0
Taxes expected,2024-10-11,318.98
Taxes collected,2024-10-11,318.98
Tips,2024-10-11,69.98
Amount collected,2024-10-11,3817.73
Unpaid balance,2024-10-11,0.0
Gross sales,2024-10-12,3204.16
Refunds,2024-10-12,0.0
Net sales,2024-10-12,3204.16
Overpayments,2024-10-12,0.0
Taxes expected,2024-10-12,297.04
Taxes collected,2024-10-12,297.04
Tips,2024-10-12,65.98
Amount collected,2024-10-12,3567.18
Unpaid balance,2024-10-12,0.0
Gross sales,2024-10-13,3076.93
Refunds,2024-10-13,0.0
Net sales,2024-10-13,3076.93
Overpayments,2024-10-13,0.0
Taxes expected,2024-10-13,284.53
Taxes collected,2024-10-13,284.53
Tips,2024-10-13,44.34
Amount collected,2024-10-13,3405.8
Unpaid balance,2024-10-13,0.0
Gross sales,2024-10-14,1753.63
Refunds,2024-10-14,0.0
Net sales,2024-10-14,1753.63
Overpayments,2024-10-14,0.0
Taxes expected,2024-10-14,162.08
Taxes collected,2024-10-14,162.08
Tips,2024-10-14,43.48
Amount collected,2024-10-14,1959.19
Unpaid balance,2024-10-14,0.0
Gross sales,2024-10-15,2038.58
Refunds,2024-10-15,0.0
Net sales,2024-10-15,2038.58
Overpayments,2024-10-15,0.0
Taxes expected,2024-10-15,185.1
Taxes collected,2024-10-15,185.1
Tips,2024-10-15,32.28
Amount collected,2024-10-15,2255.96
Unpaid balance,2024-10-15,0.0
Gross sales,2024-10-16,2442.03
Refunds,2024-10-16,0.0
Net sales,2024-10-16,2442.03
Overpayments,2024-10-16,0.0
Taxes expected,2024-10-16,224.18
Taxes collected,2024-10-16,224.18
Tips,2024-10-16,64.16
Amount collected,2024-10-16,2730.37
Unpaid balance,2024-10-16,0.0
Gross sales,2024-10-17,2597.06
Refunds,2024-10-17,0.0
Net sales,2024-10-17,2597.06
Overpayments,2024-10-17,0.0
Taxes expected,2024-10-17,237.6
Taxes collected,2024-10-17,237.6
Tips,2024-10-17,42.76
Amount collected,2024-10-17,2877.42
Unpaid balance,2024-10-17,0.0
Gross sales,2024-10-18,3522.32
Refunds,2024-10-18,0.0
Net sales,2024-10-18,3522.32
Overpayments,2024-10-18,0.0
Taxes expected,2024-10-18,319.07
Taxes collected,2024-10-18,319.07
Tips,2024-10-18,46.72
Amount collected,2024-10-18,3888.11
Unpaid balance,2024-10-18,0.0
Gross sales,2024-10-19,3187.95
Refunds,2024-10-19,0.0
Net sales,2024-10-19,3187.95
Overpayments,2024-10-19,0.0
Taxes expected,2024-10-19,296.31
Taxes collected,2024-10-19,296.31
Tips,2024-10-19,82.71
Amount collected,2024-10-19,3566.97
Unpaid balance,2024-10-19,0.0
Gross sales,2024-10-20,3153.28
Refunds,2024-10-20,0.0
Net sales,2024-10-20,3153.28
Overpayments,2024-10-20,0.0
Taxes expected,2024-10-20,291.64
Taxes collected,2024-10-20,291.64
Tips,2024-10-20,55.27
Amount collected,2024-10-20,3500.19
Unpaid balance,2024-10-20,0.0
Gross sales,2024-10-21,1915.66
Refunds,2024-10-21,0.0
Net sales,2024-10-21,1915.66
Overpayments,2024-10-21,0.0
Taxes expected,2024-10-21,173.79
Taxes collected,2024-10-21,173.79
Tips,2024-10-21,33.51
Amount collected,2024-10-21,2122.96
Unpaid balance,2024-10-21,0.0
Gross sales,2024-10-22,1789.01
Refunds,2024-10-22,0.0
Net sales,2024-10-22,1789.01
Overpayments,2024-10-22,0.0
Taxes expected,2024-10-22,162.44
Taxes collected,2024-10-22,162.44
Tips,2024-10-22,20.58
Amount collected,2024-10-22,1972.03
Unpaid balance,2024-10-22,0.0
Gross sales,2024-10-23,2114.44
Refunds,2024-10-23,0.0
Net sales,2024-10-23,2114.44
Overpayments,2024-10-23,0.0
Taxes expected,2024-10-23,191.2
Taxes collected,2024-10-23,191.2
Tips,2024-10-23,26.04
Amount collected,2024-10-23,2331.68
Unpaid balance,2024-10-23,0.0
Gross sales,2024-10-24,2343.42
Refunds,2024-10-24,0.0
Net sales,2024-10-24,2343.42
Overpayments,2024-10-24,0.0
Taxes expected,2024-10-24,213.55
Taxes collected,2024-10-24,213.55
Tips,2024-10-24,36.34
Amount collected,2024-10-24,2593.31
Unpaid balance,2024-10-24,0.0
Gross sales,2024-10-25,2818.18
Refunds,2024-10-25,0.0
Net sales,2024-10-25,2818.18
Overpayments,2024-10-25,0.0
Taxes expected,2024-10-25,255.93
Taxes collected,2024-10-25,255.93
Tips,2024-10-25,59.39
Amount collected,2024-10-25,3133.5
Unpaid balance,2024-10-25,0.0
Gross sales,2024-10-26,3665.37
Refunds,2024-10-26,0.0
Net sales,2024-10-26,3665.37
Overpayments,2024-10-26,0.0
Taxes expected,2024-10-26,337.84
Taxes collected,2024-10-26,337.84
Tips,2024-10-26,78.87
Amount collected,2024-10-26,4082.08
Unpaid balance,2024-10-26,0.0
Gross sales,2024-10-27,3050.02
Refunds,2024-10-27,0.0
Net sales,2024-10-27,3050.02
Overpayments,2024-10-27,0.0
Taxes expected,2024-10-27,277.27
Taxes collected,2024-10-27,277.27
Tips,2024-10-27,73.58
Amount collected,2024-10-27,3400.87
Unpaid balance,2024-10-27,0.0
Gross sales,2024-10-28,2046.13
Refunds,2024-10-28,0.0
Net sales,2024-10-28,2046.13
Overpayments,2024-10-28,0.0
Taxes expected,2024-10-28,189.27
Taxes collected,2024-10-28,189.27
Tips,2024-10-28,42.38
Amount collected,2024-10-28,2277.78
Unpaid balance,2024-10-28,0.0
Gross sales,2024-10-29,2209.69
Refunds,2024-10-29,0.0
Net sales,2024-10-29,2209.69
Overpayments,2024-10-29,0.0
Taxes expected,2024-10-29,200.89
Taxes collected,2024-10-29,200.89
Tips,2024-10-29,41.37
Amount collected,2024-10-29,2451.95
Unpaid balance,2024-10-29,0.0
Gross sales,2024-10-30,2406.74
Refunds,2024-10-30,0.0
Net sales,2024-10-30,2406.74
Overpayments,2024-10-30,0.0
Taxes expected,2024-10-30,220.12
Taxes collected,2024-10-30,220.12
Tips,2024-10-30,36.38
Amount collected,2024-10-30,2663.24
Unpaid balance,2024-10-30,0.0
Gross sales,2024-10-31,2344.47
Refunds,2024-10-31,0.0
Net sales,2024-10-31,2344.47
Overpayments,2024-10-31,0.0
Taxes expected,2024-10-31,217.39
Taxes collected,2024-10-31,217.39
Tips,2024-10-31,35.22
Amount collected,2024-10-31,2597.08
Unpaid balance,2024-10-31,0.0
Gross sales,2024-11-01,3366.83
Refunds,2024-11-01,0.0
Net sales,2024-11-01,3366.83
Overpayments,2024-11-01,0.0
Taxes expected,2024-11-01,304.52
Taxes collected,2024-11-01,304.52
Tips,2024-11-01,61.6
Amount collected,2024-11-01,3732.95
Unpaid balance,2024-11-01,0.0
Gross sales,2024-11-02,3514.98
Refunds,2024-11-02,0.0
Net sales,2024-11-02,3514.98
Overpayments,2024-11-02,0.0
Taxes expected,2024-11-02,319.11
Taxes collected,2024-11-02,319.11
Tips,2024-11-02,73.96
Amount collected,2024-11-02,3908.05
Unpaid balance,2024-11-02,0.0
Gross sales,2024-11-03,2824.27
Refunds,2024-11-03,0.0
Net sales,2024-11-03,2824.27
Overpayments,2024-11-03,0.0
Taxes expected,2024-11-03,259.49
Taxes collected,2024-11-03,259.49
Tips,2024-11-03,56.06
Amount collected,2024-11-03,3139.82
Unpaid balance,2024-11-03,0.0
Gross sales,2024-11-04,1750.48
Refunds,2024-11-04,0.0
Net sales,2024-11-04,1750.48
Overpayments,2024-11-04,0.0
Taxes expected,2024-11-04,158.42
Taxes collected,2024-11-04,158.42
Tips,2024-11-04,33.02
Amount collected,2024-11-04,1941.92
Unpaid balance,2024-11-04,0.0
Gross sales,2024-11-05,0.0
Refunds,2024-11-05,0.0
Net sales,2024-11-05,0.0
Overpayments,2024-11-05,0.0
Taxes expected,2024-11-05,0.0
Taxes collected,2024-11-05,0.0
Tips,2024-11-05,0.0
Amount collected,2024-11-05,0.0
Unpaid balance,2024-11-05,0.0
Gross sales,2024-11-06,2481.19
Refunds,2024-11-06,0.0
Net sales,2024-11-06,2481.19
Overpayments,2024-11-06,0.0
Taxes expected,2024-11-06,225.83
Taxes collected,2024-11-06,225.83
Tips,2024-11-06,30.48
Amount collected,2024-11-06,2737.5
Unpaid balance,2024-11-06,0.0
Gross sales,2024-11-07,2741.34
Refunds,2024-11-07,0.0
Net sales,2024-11-07,2741.34
Overpayments,2024-11-07,0.0
Taxes expected,2024-11-07,252.83
Taxes collected,2024-11-07,252.83
Tips,2024-11-07,37.63
Amount collected,2024-11-07,3031.8
Unpaid balance,2024-11-07,0.0
Gross sales,2024-11-08,2917.66
Refunds,2024-11-08,0.0
Net sales,2024-11-08,2917.66
Overpayments,2024-11-08,0.0
Taxes expected,2024-11-08,268.03
Taxes collected,2024-11-08,268.03
Tips,2024-11-08,43.15
Amount collected,2024-11-08,3228.84
Unpaid balance,2024-11-08,0.0
Gross sales,2024-11-09,3651.06
Refunds,2024-11-09,0.0
Net sales,2024-11-09,3651.06
Overpayments,2024-11-09,0.0
Taxes expected,2024-11-09,335.84
Taxes collected,2024-11-09,335.84
Tips,2024-11-09,48.66
Amount collected,2024-11-09,4024.41
Unpaid balance,2024-11-09,11.15
Gross sales,2024-11-10,3137.2
Refunds,2024-11-10,0.0
Net sales,2024-11-10,3137.2
Overpayments,2024-11-10,0.0
Taxes expected,2024-11-10,285.89
Taxes collected,2024-11-10,285.89
Tips,2024-11-10,83.7
Amount collected,2024-11-10,3506.79
Unpaid balance,2024-11-10,0.0
Gross sales,2024-11-11,1922.4
Refunds,2024-11-11,0.0
Net sales,2024-11-11,1922.4
Overpayments,2024-11-11,0.0
Taxes expected,2024-11-11,174.0
Taxes collected,2024-11-11,174.0
Tips,2024-11-11,31.23
Amount collected,2024-11-11,2127.63
Unpaid balance,2024-11-11,0.0
Gross sales,2024-11-12,1848.64
Refunds,2024-11-12,0.0
Net sales,2024-11-12,1848.64
Overpayments,2024-11-12,0.0
Taxes expected,2024-11-12,169.27
Taxes collected,2024-11-12,168.77
Tips,2024-11-12,37.84
Amount collected,2024-11-12,2055.25
Unpaid balance,2024-11-12,0.0
Gross sales,2024-11-13,2215.97
Refunds,2024-11-13,0.0
Net sales,2024-11-13,2215.97
Overpayments,2024-11-13,0.0
Taxes expected,2024-11-13,205.26
Taxes collected,2024-11-13,205.26
Tips,2024-11-13,35.62
Amount collected,2024-11-13,2456.85
Unpaid balance,2024-11-13,0.0
Gross sales,2024-11-14,2493.4
Refunds,2024-11-14,0.0
Net sales,2024-11-14,2493.4
Overpayments,2024-11-14,1.41
Taxes expected,2024-11-14,226.33
Taxes collected,2024-11-14,226.33
Tips,2024-11-14,58.55
Amount collected,2024-11-14,2779.69
Unpaid balance,2024-11-14,0.0
Gross sales,2024-11-15,3227.66
Refunds,2024-11-15,0.0
Net sales,2024-11-15,3227.66
Overpayments,2024-11-15,0.0
Taxes expected,2024-11-15,297.7
Taxes collected,2024-11-15,297.7
Tips,2024-11-15,35.94
Amount collected,2024-11-15,3561.3
Unpaid balance,2024-11-15,0.0
Gross sales,2024-11-16,3311.61
Refunds,2024-11-16,0.0
Net sales,2024-11-16,3311.61
Overpayments,2024-11-16,0.0
Taxes expected,2024-11-16,299.9
Taxes collected,2024-11-16,299.9
Tips,2024-11-16,60.23
Amount collected,2024-11-16,3671.74
Unpaid balance,2024-11-16,0.0
Gross sales,2024-11-17,3204.14
Refunds,2024-11-17,0.0
Net sales,2024-11-17,3204.14
Overpayments,2024-11-17,0.0
Taxes expected,2024-11-17,289.98
Taxes collected,2024-11-17,289.98
Tips,2024-11-17,40.02
Amount collected,2024-11-17,3534.14
Unpaid balance,2024-11-17,0.0
Gross sales,2024-11-18,1733.55
Refunds,2024-11-18,0.0
Net sales,2024-11-18,1733.55
Overpayments,2024-11-18,0.0
Taxes expected,2024-11-18,159.69
Taxes collected,2024-11-18,159.69
Tips,2024-11-18,20.56
Amount collected,2024-11-18,1913.8
Unpaid balance,2024-11-18,0.0
Gross sales,2024-11-19,2124.87
Refunds,2024-11-19,0.0
Net sales,2024-11-19,2124.87
Overpayments,2024-11-19,0.0
Taxes expected,2024-11-19,192.53
Taxes collected,2024-11-19,192.53
Tips,2024-11-19,51.28
Amount collected,2024-11-19,2368.68
Unpaid balance,2024-11-19,0.0
Gross sales,2024-11-20,2256.63
Refunds,2024-11-20,0.0
Net sales,2024-11-20,2256.63
Overpayments,2024-11-20,0.0
Taxes expected,2024-11-20,204.75
Taxes collected,2024-11-20,204.75
Tips,2024-11-20,37.05
Amount collected,2024-11-20,2498.43
Unpaid balance,2024-11-20,0.0
Gross sales,2024-11-21,2553.52
Refunds,2024-11-21,0.0
Net sales,2024-11-21,2553.52
Overpayments,2024-11-21,0.0
Taxes expected,2024-11-21,234.1
Taxes collected,2024-11-21,234.1
Tips,2024-11-21,39.42
Amount collected,2024-11-21,2827.04
Unpaid balance,2024-11-21,0.0
Gross sales,2024-11-22,2826.09
Refunds,2024-11-22,0.0
Net sales,2024-11-22,2826.09
Overpayments,2024-11-22,0.0
Taxes expected,2024-11-22,263.0
Taxes collected,2024-11-22,263.0
Tips,2024-11-22,38.93
Amount collected,2024-11-22,3128.02
Unpaid balance,2024-11-22,0.0
Gross sales,2024-11-23,3588.59
Refunds,2024-11-23,0.0
Net sales,2024-11-23,3588.59
Overpayments,2024-11-23,0.0
Taxes expected,2024-11-23,329.89
Taxes collected,2024-11-23,329.89
Tips,2024-11-23,85.25
Amount collected,2024-11-23,4003.73
Unpaid balance,2024-11-23,0.0
Gross sales,2024-11-24,2832.43
Refunds,2024-11-24,0.0
Net sales,2024-11-24,2832.43
Overpayments,2024-11-24,0.0
Taxes expected,2024-11-24,257.27
Taxes collected,2024-11-24,257.27
Tips,2024-11-24,40.45
Amount collected,2024-11-24,3130.15
Unpaid balance,2024-11-24,0.0
Gross sales,2024-11-25,1815.41
Refunds,2024-11-25,0.0
Net sales,2024-11-25,1815.41
Overpayments,2024-11-25,0.0
Taxes expected,2024-11-25,165.36
Taxes collected,2024-11-25,165.36
Tips,2024-11-25,21.51
Amount collected,2024-11-25,2002.28
Unpaid balance,2024-11-25,0.0
Gross sales,2024-11-26,2079.9
Refunds,2024-11-26,0.0
Net sales,2024-11-26,2079.9
Overpayments,2024-11-26,0.0
Taxes expected,2024-11-26,193.01
Taxes collected,2024-11-26,193.01
Tips,2024-11-26,39.42
Amount collected,2024-11-26,2312.33
Unpaid balance,2024-11-26,0.0
Gross sales,2024-11-27,2246.52
Refunds,2024-11-27,0.0
Net sales,2024-11-27,2246.52
Overpayments,2024-11-27,0.0
Taxes expected,2024-11-27,205.33
Taxes collected,2024-11-27,205.33
Tips,2024-11-27,56.81
Amount collected,2024-11-27,2508.66
Unpaid balance,2024-11-27,0.0
Gross sales,2024-11-28,0.0
Refunds,2024-11-28,0.0
Net sales,2024-11-28,0.0
Overpayments,2024-11-28,0.0
Taxes expected,2024-11-28,0.0
Taxes collected,2024-11-28,0.0
Tips,2024-11-28,0.0
Amount collected,2024-11-28,0.0
Unpaid balance,2024-11-28,0.0
Gross sales,2024-11-29,3027.75
Refunds,2024-11-29,0.0
Net sales,2024-11-29,3027.75
Overpayments,2024-11-29,0.0
Taxes expected,2024-11-29,275.11
Taxes collected,2024-11-29,275.11
Tips,2024-11-29,37.78
Amount collected,2024-11-29,3340.64
Unpaid balance,2024-11-29,0.0
Gross sales,2024-11-30,3413.74
Refunds,2024-11-30,0.0
Net sales,2024-11-30,3413.74
Overpayments,2024-11-30,0.0
Taxes expected,2024-11-30,309.36
Taxes collected,2024-11-30,309.36
Tips,2024-11-30,35.75
Amount collected,2024-11-30,3758.85
Unpaid balance,2024-11-30,0.0
Gross sales,2024-12-01,3558.78
Refunds,2024-12-01,0.0
Net sales,2024-12-01,3558.78
Overpayments,2024-12-01,0.0
Taxes expected,2024-12-01,331.14
Taxes collected,2024-12-01,331.14
Tips,2024-12-01,84.41
Amount collected,2024-12-01,3974.33
Unpaid balance,2024-12-01,0.0
Gross sales,2024-12-02,2222.35
Refunds,2024-12-02,0.0
Net sales,2024-12-02,2222.35
Overpayments,2024-12-02,0.0
Taxes expected,2024-12-02,202.32
Taxes collected,2024-12-02,202.32
Tips,2024-12-02,24.43
Amount collected,2024-12-02,2449.1
Unpaid balance,2024-12-02,0.0
Gross sales,2024-12-03,0.0
Refunds,2024-12-03,0.0
Net sales,2024-12-03,0.0
Overpayments,2024-12-03,0.0
Taxes expected,2024-12-03,0.0
Taxes collected,2024-12-03,0.0
Tips,2024-12-03,0.0
Amount collected,2024-12-03,0.0
Unpaid balance,2024-12-03,0.0
Gross sales,2024-12-04,2203.91
Refunds,2024-12-04,0.0
Net sales,2024-12-04,2203.91
Overpayments,2024-12-04,0.0
Taxes expected,2024-12-04,199.6
Taxes collected,2024-12-04,199.6
Tips,2024-12-04,21.98
Amount collected,2024-12-04,2425.49
Unpaid balance,2024-12-04,0.0
Gross sales,2024-12-05,2472.48
Refunds,2024-12-05,0.0
Net sales,2024-12-05,2472.48
Overpayments,2024-12-05,0.0
Taxes expected,2024-12-05,229.22
Taxes collected,2024-12-05,229.22
Tips,2024-12-05,35.88
Amount collected,2024-12-05,2737.58
Unpaid balance,2024-12-05,0.0
Gross sales,2024-12-06,3111.21
Refunds,2024-12-06,0.0
Net sales,2024-12-06,3111.21
Overpayments,2024-12-06,0.0
Taxes expected,2024-12-06,287.77
Taxes collected,2024-12-06,287.77
Tips,2024-12-06,34.24
Amount collected,2024-12-06,3433.22
Unpaid balance,2024-12-06,0.0
Gross sales,2024-12-07,3140.97
Refunds,2024-12-07,0.0
Net sales,2024-12-07,3140.97
Overpayments,2024-12-07,0.0
Taxes expected,2024-12-07,292.12
Taxes collected,2024-12-07,292.12
Tips,2024-12-07,77.29
Amount collected,2024-12-07,3510.38
Unpaid balance,2024-12-07,0.0
Gross sales,2024-12-08,3570.59
Refunds,2024-12-08,0.0
Net sales,2024-12-08,3570.59
Overpayments,2024-12-08,0.0
Taxes expected,2024-12-08,328.52
Taxes collected,2024-12-08,328.52
Tips,2024-12-08,61.46
Amount collected,2024-12-08,3960.57
Unpaid balance,2024-12-08,0.0
Gross sales,2024-12-09,2183.48
Refunds,2024-12-09,0.0
Net sales,2024-12-09,2183.48
Overpayments,2024-12-09,0.0
Taxes expected,2024-12-09,199.33
Taxes collected,2024-12-09,199.33
Tips,2024-12-09,42.28
Amount collected,2024-12-09,2425.09
Unpaid balance,2024-12-09,0.0
Gross sales,2024-12-10,1898.56
Refunds,2024-12-10,0.0
Net sales,2024-12-10,1898.56
Overpayments,2024-12-10,0.0
Taxes expected,2024-12-10,176.7
Taxes collected,2024-12-10,176.7
Tips,2024-12-10,29.29
Amount collected,2024-12-10,2104.55
Unpaid balance,2024-12-10,0.0
Gross sales,2024-12-11,2760.7
Refunds,2024-12-11,0.0
Net sales,2024-12-11,2760.7
Overpayments,2024-12-11,0.0
Taxes expected,2024-12-11,256.98
Taxes collected,2024-12-11,256.98
Tips,2024-12-11,73.55
Amount collected,2024-12-11,3091.23
Unpaid balance,2024-12-11,0.0
Gross sales,2024-12-12,2410.91
Refunds,2024-12-12,0.0
Net sales,2024-12-12,2410.91
Overpayments,2024-12-12,0.0
Taxes expected,2024-12-12,224.11
Taxes collected,2024-12-12,224.11
Tips,2024-12-12,59.9
Amount collected,2024-12-12,2694.92
Unpaid balance,2024-12-12,0.0
Gross sales,2024-12-13,2840.66
Refunds,2024-12-13,0.0
Net sales,2024-12-13,2840.66
Overpayments,2024-12-13,0.0
Taxes expected,2024-12-13,264.4
Taxes collected,2024-12-13,264.4
Tips,2024-12-13,73.16
Amount collected,2024-12-13,3178.22
Unpaid balance,2024-12-13,0.0
Gross sales,2024-12-14,3811.75
Refunds,2024-12-14,0.0
Net sales,2024-12-14,3811.75
Overpayments,2024-12-14,0.0
Taxes expected,2024-12-14,348.42
Taxes collected,2024-12-14,348.42
Tips,2024-12-14,87.06
Amount collected,2024-12-14,4247.23
Unpaid balance,2024-12-14,0.0
Gross sales,2024-12-15,3575.44
Refunds,2024-12-15,0.0
Net sales,2024-12-15,3575.44
Overpayments,2024-12-15,0.0
Taxes expected,2024-12-15,330.16
Taxes collected,2024-12-15,330.16
Tips,2024-12-15,89.57
Amount collected,2024-12-15,3995.17
Unpaid balance,2024-12-15,0.0
Gross sales,2024-12-16,1813.43
Refunds,2024-12-16,0.0
Net sales,2024-12-16,1813.43
Overpayments,2024-12-16,0.0
Taxes expected,2024-12-16,166.22
Taxes collected,2024-12-16,166.22
Tips,2024-12-16,25.96
Amount collected,2024-12-16,2005.61
Unpaid balance,2024-12-16,0.0
Gross sales,2024-12-17,2032.72
Refunds,2024-12-17,0.0
Net sales,2024-12-17,2032.72
Overpayments,2024-12-17,0.0
Taxes expected,2024-12-17,183.7
Taxes collected,2024-12-17,183.7
Tips,2024-12-17,42.1
Amount collected,2024-12-17,2258.52
Unpaid balance,2024-12-17,0.0
Gross sales,2024-12-18,2683.27
Refunds,2024-12-18,0.0
Net sales,2024-12-18,2683.27
Overpayments,2024-12-18,0.0
Taxes expected,2024-12-18,246.81
Taxes collected,2024-12-18,246.81
Tips,2024-12-18,62.11
Amount collected,2024-12-18,2992.19
Unpaid balance,2024-12-18,0.0
Gross sales,2024-12-19,2815.85
Refunds,2024-12-19,0.0
Net sales,2024-12-19,2815.85
Overpayments,2024-12-19,0.0
Taxes expected,2024-12-19,255.02
Taxes collected,2024-12-19,255.02
Tips,2024-12-19,41.61
Amount collected,2024-12-19,3112.48
Unpaid balance,2024-12-19,0.0
Gross sales,2024-12-20,2992.2
Refunds,2024-12-20,0.0
Net sales,2024-12-20,2992.2
Overpayments,2024-12-20,0.0
Taxes expected,2024-12-20,275.59
Taxes collected,2024-12-20,275.59
Tips,2024-12-20,29.03
Amount collected,2024-12-20,3296.82
Unpaid balance,2024-12-20,0.0
Gross sales,2024-12-21,3159.16
Refunds,2024-12-21,0.0
Net sales,2024-12-21,3159.16
Overpayments,2024-12-21,0.0
Taxes expected,2024-12-21,289.64
Taxes collected,2024-12-21,289.64
Tips,2024-12-21,65.67
Amount collected,2024-12-21,3514.47
Unpaid balance,2024-12-21,0.0
Gross sales,2024-12-22,3412.76
Refunds,2024-12-22,0.0
Net sales,2024-12-22,3412.76
Overpayments,2024-12-22,0.0
Taxes expected,2024-12-22,313.49
Taxes collected,2024-12-22,313.49
Tips,2024-12-22,73.47
Amount collected,2024-12-22,3799.72
Unpaid balance,2024-12-22,0.0
Gross sales,2024-12-23,1894.16
Refunds,2024-12-23,0.0
Net sales,2024-12-23,1894.16
Overpayments,2024-12-23,0.0
Taxes expected,2024-12-23,176.28
Taxes collected,2024-12-23,176.28
Tips,2024-12-23,20.22
Amount collected,2024-12-23,2090.66
Unpaid balance,2024-12-23,0.0
Gross sales,2024-12-24,2095.07
Refunds,2024-12-24,0.0
Net sales,2024-12-24,2095.07
Overpayments,2024-12-24,0.0
