sales_date,metric_name,amount
2024-09-26,Gross sales,2220.39
2024-09-26,Refunds,0.00
2024-09-26,Net sales,2220.39
2024-09-26,Overpayments,0.00
2024-09-26,Taxes expected,203.64
2024-09-26,Taxes collected,203.64
2024-09-26,Tips,40.65
2024-09-26,Amount collected,2464.68
2024-09-26,Unpaid balance,0.00
2024-09-27,Gross sales,2703.60
2024-09-27,Refunds,0.00
2024-09-27,Net sales,2703.60
2024-09-27,Overpayments,0.00
2024-09-27,Taxes expected,245.20
2024-09-27,Taxes collected,245.20
2024-09-27,Tips,57.06
2024-09-27,Amount collected,3005.86
2024-09-27,Unpaid balance,0.00
2024-09-28,Gross sales,3395.71
2024-09-28,Refunds,0.00
2024-09-28,Net sales,3395.71
2024-09-28,Overpayments,0.00
2024-09-28,Taxes expected,308.07
2024-09-28,Taxes collected,308.07
2024-09-28,Tips,58.06
2024-09-28,Amount collected,3761.84
2024-09-28,Unpaid balance,0.00
2024-09-29,Gross sales,3131.10
2024-09-29,Refunds,0.00
2024-09-29,Net sales,3131.10
2024-09-29,Overpayments,0.00
2024-09-29,Taxes expected,288.57
2024-09-29,Taxes collected,288.57
2024-09-29,Tips,41.88
2024-09-29,Amount collected,3461.55
2024-09-29,Unpaid balance,0.00
2024-09-30,Gross sales,2064.63
2024-09-30,Refunds,0.00
2024-09-30,Net sales,2064.63
2024-09-30,Overpayments,0.00
2024-09-30,Taxes expected,188.08
2024-09-30,Taxes collected,188.08
2024-09-30,Tips,23.10
2024-09-30,Amount collected,2275.81
2024-09-30,Unpaid balance,0.00
2024-10-01,Gross sales,1880.28
2024-10-01,Refunds,0.00
2024-10-01,Net sales,1880.28
2024-10-01,Overpayments,0.00
2024-10-01,Taxes expected,171.68
2024-10-01,Taxes collected,171.68
2024-10-01,Tips,23.85
2024-10-01,Amount collected,2075.81
2024-10-01,Unpaid balance,0.00
2024-10-02,Gross sales,2580.60
2024-10-02,Refunds,0.00
2024-10-02,Net sales,2580.60
2024-10-02,Overpayments,0.00
2024-10-02,Taxes expected,240.19
2024-10-02,Taxes collected,240.19
2024-10-02,Tips,59.33
2024-10-02,Amount collected,2880.12
2024-10-02,Unpaid balance,0.00
2024-10-03,Gross sales,2741.69
2024-10-03,Refunds,0.00
2024-10-03,Net sales,2741.69
2024-10-03,Overpayments,0.00
2024-10-03,Taxes expected,252.97
2024-10-03,Taxes collected,252.97
2024-10-03,Tips,32.61
2024-10-03,Amount collected,3027.27
2024-10-03,Unpaid balance,0.00
2024-10-04,Gross sales,3421.96
2024-10-04,Refunds,0.00
2024-10-04,Net sales,3421.96
2024-10-04,Overpayments,0.00
2024-10-04,Taxes expected,315.45
2024-10-04,Taxes collected,315.45
2024-10-04,Tips,71.71
2024-10-04,Amount collected,3809.12
2024-10-04,Unpaid balance,0.00
2024-10-05,Gross sales,3770.07
2024-10-05,Refunds,0.00
2024-10-05,Net sales,3770.07
2024-10-05,Overpayments,0.00
2024-10-05,Taxes expected,348.45
2024-10-05,Taxes collected,348.45
2024-10-05,Tips,57.11
2024-10-05,Amount collected,4175.63
2024-10-05,Unpaid balance,0.00
2024-10-06,Gross sales,3098.28
2024-10-06,Refunds,0.00
2024-10-06,Net sales,3098.28
2024-10-06,Overpayments,0.00
2024-10-06,Taxes expected,286.54
2024-10-06,Taxes collected,286.54
2024-10-06,Tips,64.26
2024-10-06,Amount collected,3449.08
2024-10-06,Unpaid balance,0.00
2024-10-07,Gross sales,2057.78
2024-10-07,Refunds,0.00
2024-10-07,Net sales,2057.78
2024-10-07,Overpayments,0.00
2024-10-07,Taxes expected,186.68
2024-10-07,Taxes collected,186.68
2024-10-07,Tips,47.69
2024-10-07,Amount collected,2292.15
2024-10-07,Unpaid balance,0.00
2024-10-08,Gross sales,1967.89
2024-10-08,Refunds,0.00
2024-10-08,Net sales,1967.89
2024-10-08,Overpayments,0.00
2024-10-08,Taxes expected,182.19
2024-10-08,Taxes collected,182.19
2024-10-08,Tips,31.64
2024-10-08,Amount collected,2181.72
2024-10-08,Unpaid balance,0.00
2024-10-09,Gross sales,2050.67
2024-10-09,Refunds,0.00
2024-10-09,Net sales,2050.67
2024-10-09,Overpayments,0.00
2024-10-09,Taxes expected,187.43
2024-10-09,Taxes collected,187.43
2024-10-09,Tips,25.31
2024-10-09,Amount collected,2263.41
2024-10-09,Unpaid balance,0.00
2024-10-10,Gross sales,2429.82
2024-10-10,Refunds,0.00
2024-10-10,Net sales,2429.82
2024-10-10,Overpayments,0.00
2024-10-10,Taxes expected,220.13
2024-10-10,Taxes collected,220.13
2024-10-10,Tips,32.27
2024-10-10,Amount collected,2682.22
2024-10-10,Unpaid balance,0.00
2024-10-11,Gross sales,3428.77
2024-10-11,Refunds,0.00
2024-10-11,Net sales,3428.77
2024-10-11,Overpayments,0.00
2024-10-11,Taxes expected,318.98
2024-10-11,Taxes collected,318.98
2024-10-11,Tips,69.98
2024-10-11,Amount collected,3817.73
2024-10-11,Unpaid balance,0.00
2024-10-12,Gross sales,3204.16
2024-10-12,Refunds,0.00
2024-10-12,Net sales,3204.16
2024-10-12,Overpayments,0.00
2024-10-12,Taxes expected,297.04
2024-10-12,Taxes collected,297.04
2024-10-12,Tips,65.98
2024-10-12,Amount collected,3567.18
2024-10-12,Unpaid balance,0.00
2024-10-13,Gross sales,3076.93
2024-10-13,Refunds,0.00
2024-10-13,Net sales,3076.93
2024-10-13,Overpayments,0.00
2024-10-13,Taxes expected,284.53
2024-10-13,Taxes collected,284.53
2024-10-13,Tips,44.34
2024-10-13,Amount collected,3405.80
2024-10-13,Unpaid balance,0.00
2024-10-14,Gross sales,1753.63
2024-10-14,Refunds,0.00
2024-10-14,Net sales,1753.63
2024-10-14,Overpayments,0.00
2024-10-14,Taxes expected,162.08
2024-10-14,Taxes collected,162.08
2024-10-14,Tips,43.48
2024-10-14,Amount collected,1959.19
2024-10-14,Unpaid balance,0.00
2024-10-15,Gross sales,2038.58
2024-10-15,Refunds,0.00
2024-10-15,Net sales,2038.58
2024-10-15,Overpayments,0.00
2024-10-15,Taxes expected,185.10
2024-10-15,Taxes collected,185.10
2024-10-15,Tips,32.28
2024-10-15,Amount collected,2255.96
2024-10-15,Unpaid balance,0.00
2024-10-16,Gross sales,2442.03
2024-10-16,Refunds,0.00
2024-10-16,Net sales,2442.03
2024-10-16,Overpayments,0.00
2024-10-16,Taxes expected,224.18
2024-10-16,Taxes collected,224.18
2024-10-16,Tips,64.16
2024-10-16,Amount collected,2730.37
2024-10-16,Unpaid balance,0.00
2024-10-17,Gross sales,2597.06
2024-10-17,Refunds,0.00
2024-10-17,Net sales,2597.06
2024-10-17,Overpayments,0.00
2024-10-17,Taxes expected,237.60
2024-10-17,Taxes collected,237.60
2024-10-17,Tips,42.76
2024-10-17,Amount collected,2877.42
2024-10-17,Unpaid balance,0.00
2024-10-18,Gross sales,3522.32
2024-10-18,Refunds,0.00
2024-10-18,Net sales,3522.32
2024-10-18,Overpayments,0.00
2024-10-18,Taxes expected,319.07
2024-10-18,Taxes collected,319.07
2024-10-18,Tips,46.72
2024-10-18,Amount collected,3888.11
2024-10-18,Unpaid balance,0.00
2024-10-19,Gross sales,3187.95
2024-10-19,Refunds,0.00
2024-10-19,Net sales,3187.95
2024-10-19,Overpayments,0.00
2024-10-19,Taxes expected,296.31
2024-10-19,Taxes collected,296.31
2024-10-19,Tips,82.71
2024-10-19,Amount collected,3566.97
2024-10-19,Unpaid balance,0.00
2024-10-20,Gross sales,3153.28
2024-10-20,Refunds,0.00
2024-10-20,Net sales,3153.28
2024-10-20,Overpayments,0.00
2024-10-20,Taxes expected,291.64
2024-10-20,Taxes collected,291.64
2024-10-20,Tips,55.27
2024-10-20,Amount collected,3500.19
2024-10-20,Unpaid balance,0.00
2024-10-21,Gross sales,1915.66
2024-10-21,Refunds,0.00
2024-10-21,Net sales,1915.66
2024-10-21,Overpayments,0.00
2024-10-21,Taxes expected,173.79
2024-10-21,Taxes collected,173.79
2024-10-21,Tips,33.51
2024-10-21,Amount collected,2122.96
2024-10-21,Unpaid balance,0.00
2024-10-22,Gross sales,1789.01
2024-10-22,Refunds,0.00
2024-10-22,Net sales,1789.01
2024-10-22,Overpayments,0.00
2024-10-22,Taxes expected,162.44
2024-10-22,Taxes collected,162.44
2024-10-22,Tips,20.58
2024-10-22,Amount collected,1972.03
2024-10-22,Unpaid balance,0.00
2024-10-23,Gross sales,2114.44
2024-10-23,Refunds,0.00
2024-10-23,Net sales,2114.44
2024-10-23,Overpayments,0.00
2024-10-23,Taxes expected,191.20
2024-10-23,Taxes collected,191.20
2024-10-23,Tips,26.04
2024-10-23,Amount collected,2331.68
2024-10-23,Unpaid balance,0.00
2024-10-24,Gross sales,2343.42
2024-10-24,Refunds,0.00
2024-10-24,Net sales,2343.42
2024-10-24,Overpayments,0.00
2024-10-24,Taxes expected,213.55
2024-10-24,Taxes collected,213.55
2024-10-24,Tips,36.34
2024-10-24,Amount collected,2593.31
2024-10-24,Unpaid balance,0.00
2024-10-25,Gross sales,2818.18
2024-10-25,Refunds,0.00
2024-10-25,Net sales,2818.18
2024-10-25,Overpayments,0.00
2024-10-25,Taxes expected,255.93
2024-10-25,Taxes collected,255.93
2024-10-25,Tips,59.39
2024-10-25,Amount collected,3133.50
2024-10-25,Unpaid balance,0.00
2024-10-26,Gross sales,3665.37
2024-10-26,Refunds,0.00
2024-10-26,Net sales,3665.37
2024-10-26,Overpayments,0.00
2024-10-26,Taxes expected,337.84
2024-10-26,Taxes collected,337.84
2024-10-26,Tips,78.87
2024-10-26,Amount collected,4082.08
2024-10-26,Unpaid balance,0.00
2024-10-27,Gross sales,3050.02
2024-10-27,Refunds,0.00
2024-10-27,Net sales,3050.02
2024-10-27,Overpayments,0.00
2024-10-27,Taxes expected,277.27
2024-10-27,Taxes collected,277.27
2024-10-27,Tips,73.58
2024-10-27,Amount collected,3400.87
2024-10-27,Unpaid balance,0.00
2024-10-28,Gross sales,2046.13
2024-10-28,Refunds,0.00
2024-10-28,Net sales,2046.13
2024-10-28,Overpayments,0.00
2024-10-28,Taxes expected,189.27
2024-10-28,Taxes collected,189.27
2024-10-28,Tips,42.38
2024-10-28,Amount collected,2277.78
2024-10-28,Unpaid balance,0.00
2024-10-29,Gross sales,2209.69
2024-10-29,Refunds,0.00
2024-10-29,Net sales,2209.69
2024-10-29,Overpayments,0.00
2024-10-29,Taxes expected,200.89
2024-10-29,Taxes collected,200.89
2024-10-29,Tips,41.37
2024-10-29,Amount collected,2451.95
2024-10-29,Unpaid balance,0.00
2024-10-30,Gross sales,2406.74
2024-10-30,Refunds,0.00
2024-10-30,Net sales,2406.74
2024-10-30,Overpayments,0.00
2024-10-30,Taxes expected,220.12
2024-10-30,Taxes collected,220.12
2024-10-30,Tips,36.38
2024-10-30,Amount collected,2663.24
2024-10-30,Unpaid balance,0.00
2024-10-31,Gross sales,2344.47
2024-10-31,Refunds,0.00
2024-10-31,Net sales,2344.47
2024-10-31,Overpayments,0.00
2024-10-31,Taxes expected,217.39
2024-10-31,Taxes collected,217.39
2024-10-31,Tips,35.22
2024-10-31,Amount collected,2597.08
2024-10-31,Unpaid balance,0.00
2024-11-01,Gross sales,3366.83
2024-11-01,Refunds,0.00
2024-11-01,Net sales,3366.83
2024-11-01,Overpayments,0.00
2024-11-01,Taxes expected,304.52
2024-11-01,Taxes collected,304.52
2024-11-01,Tips,61.60
2024-11-01,Amount collected,3732.95
2024-11-01,Unpaid balance,0.00
2024-11-02,Gross sales,3514.98
2024-11-02,Refunds,0.00
2024-11-02,Net sales,3514.98
2024-11-02,Overpayments,0.00
2024-11-02,Taxes expected,319.11
2024-11-02,Taxes collected,319.11
2024-11-02,Tips,73.96
2024-11-02,Amount collected,3908.05
2024-11-02,Unpaid balance,0.00
2024-11-03,Gross sales,2824.27
2024-11-03,Refunds,0.00
2024-11-03,Net sales,2824.27
2024-11-03,Overpayments,0.00
2024-11-03,Taxes expected,259.49
2024-11-03,Taxes collected,259.49
2024-11-03,Tips,56.06
2024-11-03,Amount collected,3139.82
2024-11-03,Unpaid balance,0.00
2024-11-04,Gross sales,1750.48
2024-11-04,Refunds,0.00
2024-11-04,Net sales,1750.48
2024-11-04,Overpayments,0.00
2024-11-04,Taxes expected,158.42
2024-11-04,Taxes collected,158.42
2024-11-04,Tips,33.02
2024-11-04,Amount collected,1941.92
2024-11-04,Unpaid balance,0.00
2024-11-05,Gross sales,0.00
2024-11-05,Refunds,0.00
2024-11-05,Net sales,0.00
2024-11-05,Overpayments,0.00
2024-11-05,Taxes expected,0.00
2024-11-05,Taxes collected,0.00
2024-11-05,Tips,0.00
2024-11-05,Amount collected,0.00
2024-11-05,Unpaid balance,0.00
2024-11-06,Gross sales,2481.19
2024-11-06,Refunds,0.00
2024-11-06,Net sales,2481.19
2024-11-06,Overpayments,0.00
2024-11-06,Taxes expected,225.83
2024-11-06,Taxes collected,225.83
2024-11-06,Tips,30.48
2024-11-06,Amount collected,2737.50
2024-11-06,Unpaid balance,0.00
2024-11-07,Gross sales,2741.34
2024-11-07,Refunds,0.00
2024-11-07,Net sales,2741.34
2024-11-07,Overpayments,0.00
2024-11-07,Taxes expected,252.83
2024-11-07,Taxes collected,252.83
2024-11-07,Tips,37.63
2024-11-07,Amount collected,3031.80
2024-11-07,Unpaid balance,0.00
2024-11-08,Gross sales,2917.66
2024-11-08,Refunds,0.00
2024-11-08,Net sales,2917.66
2024-11-08,Overpayments,0.00
2024-11-08,Taxes expected,268.03
2024-11-08,Taxes collected,268.03
2024-11-08,Tips,43.15
2024-11-08,Amount collected,3228.84
2024-11-08,Unpaid balance,0.00
2024-11-09,Gross sales,3651.06
2024-11-09,Refunds,0.00
2024-11-09,Net sales,3651.06
2024-11-09,Overpayments,0.00
2024-11-09,Taxes expected,335.84
2024-11-09,Taxes collected,335.84
2024-11-09,Tips,48.66
2024-11-09,Amount collected,4024.41
2024-11-09,Unpaid balance,11.15
2024-11-10,Gross sales,3137.20
2024-11-10,Refunds,0.00
2024-11-10,Net sales,3137.20
2024-11-10,Overpayments,0.00
2024-11-10,Taxes expected,285.89
2024-11-10,Taxes collected,285.89
2024-11-10,Tips,83.70
2024-11-10,Amount collected,3506.79
2024-11-10,Unpaid balance,0.00
2024-11-11,Gross sales,1922.40
2024-11-11,Refunds,0.00
2024-11-11,Net sales,1922.40
2024-11-11,Overpayments,0.00
2024-11-11,Taxes expected,174.00
2024-11-11,Taxes collected,174.00
2024-11-11,Tips,31.23
2024-11-11,Amount collected,2127.63
2024-11-11,Unpaid balance,0.00
2024-11-12,Gross sales,1848.64
2024-11-12,Refunds,0.00
2024-11-12,Net sales,1848.64
2024-11-12,Overpayments,0.00
2024-11-12,Taxes expected,169.27
2024-11-12,Taxes collected,168.77
2024-11-12,Tips,37.84
2024-11-12,Amount collected,2055.25
2024-11-12,Unpaid balance,0.00
2024-11-13,Gross sales,2215.97
2024-11-13,Refunds,0.00
2024-11-13,Net sales,2215.97
2024-11-13,Overpayments,0.00
2024-11-13,Taxes expected,205.26
2024-11-13,Taxes collected,205.26
2024-11-13,Tips,35.62
2024-11-13,Amount collected,2456.85
2024-11-13,Unpaid balance,0.00
2024-11-14,Gross sales,2493.40
2024-11-14,Refunds,0.00
2024-11-14,Net sales,2493.40
2024-11-14,Overpayments,1.41
2024-11-14,Taxes expected,226.33
2024-11-14,Taxes collected,226.33
2024-11-14,Tips,58.55
2024-11-14,Amount collected,2779.69
2024-11-14,Unpaid balance,0.00
2024-11-15,Gross sales,3227.66
2024-11-15,Refunds,0.00
2024-11-15,Net sales,3227.66
2024-11-15,Overpayments,0.00
2024-11-15,Taxes expected,297.70
2024-11-15,Taxes collected,297.70
2024-11-15,Tips,35.94
2024-11-15,Amount collected,3561.30
2024-11-15,Unpaid balance,0.00
2024-11-16,Gross sales,3311.61
2024-11-16,Refunds,0.00
2024-11-16,Net sales,3311.61
2024-11-16,Overpayments,0.00
2024-11-16,Taxes expected,299.90
2024-11-16,Taxes collected,299.90
2024-11-16,Tips,60.23
2024-11-16,Amount collected,3671.74
2024-11-16,Unpaid balance,0.00
2024-11-17,Gross sales,3204.14
2024-11-17,Refunds,0.00
2024-11-17,Net sales,3204.14
2024-11-17,Overpayments,0.00
2024-11-17,Taxes expected,289.98
2024-11-17,Taxes collected,289.98
2024-11-17,Tips,40.02
2024-11-17,Amount collected,3534.14
2024-11-17,Unpaid balance,0.00
2024-11-18,Gross sales,1733.55
2024-11-18,Refunds,0.00
2024-11-18,Net sales,1733.55
2024-11-18,Overpayments,0.00
2024-11-18,Taxes expected,159.69
2024-11-18,Taxes collected,159.69
2024-11-18,Tips,20.56
2024-11-18,Amount collected,1913.80
2024-11-18,Unpaid balance,0.00
2024-11-19,Gross sales,2124.87
2024-11-19,Refunds,0.00
2024-11-19,Net sales,2124.87
2024-11-19,Overpayments,0.00
2024-11-19,Taxes expected,192.53
2024-11-19,Taxes collected,192.53
2024-11-19,Tips,51.28
2024-11-19,Amount collected,2368.68
2024-11-19,Unpaid balance,0.00
2024-11-20,Gross sales,2256.63
2024-11-20,Refunds,0.00
2024-11-20,Net sales,2256.63
2024-11-20,Overpayments,0.00
2024-11-20,Taxes expected,204.75
2024-11-20,Taxes collected,204.75
2024-11-20,Tips,37.05
2024-11-20,Amount collected,2498.43
2024-11-20,Unpaid balance,0.00
2024-11-21,Gross sales,2553.52
2024-11-21,Refunds,0.00
2024-11-21,Net sales,2553.52
2024-11-21,Overpayments,0.00
2024-11-21,Taxes expected,234.10
2024-11-21,Taxes collected,234.10
2024-11-21,Tips,39.42
2024-11-21,Amount collected,2827.04
2024-11-21,Unpaid balance,0.00
2024-11-22,Gross sales,2826.09
2024-11-22,Refunds,0.00
2024-11-22,Net sales,2826.09
2024-11-22,Overpayments,0.00
2024-11-22,Taxes expected,263.00
2024-11-22,Taxes collected,263.00
2024-11-22,Tips,38.93
2024-11-22,Amount collected,3128.02
2024-11-22,Unpaid balance,0.00
2024-11-23,Gross sales,3588.59
2024-11-23,Refunds,0.00
2024-11-23,Net sales,3588.59
2024-11-23,Overpayments,0.00
2024-11-23,Taxes expected,329.89
2024-11-23,Taxes collected,329.89
2024-11-23,Tips,85.25
2024-11-23,Amount collected,4003.73
2024-11-23,Unpaid balance,0.00
2024-11-24,Gross sales,2832.43
2024-11-24,Refunds,0.00
2024-11-24,Net sales,2832.43
2024-11-24,Overpayments,0.00
2024-11-24,Taxes expected,257.27
2024-11-24,Taxes collected,257.27
2024-11-24,Tips,40.45
2024-11-24,Amount collected,3130.15
2024-11-24,Unpaid balance,0.00
2024-11-25,Gross sales,1815.41
2024-11-25,Refunds,0.00
2024-11-25,Net sales,1815.41
2024-11-25,Overpayments,0.00
2024-11-25,Taxes expected,165.36
2024-11-25,Taxes collected,165.36
2024-11-25,Tips,21.51
2024-11-25,Amount collected,2002.28
2024-11-25,Unpaid balance,0.00
2024-11-26,Gross sales,2079.90
2024-11-26,Refunds,0.00
2024-11-26,Net sales,2079.90
2024-11-26,Overpayments,0.00
2024-11-26,Taxes expected,193.01
2024-11-26,Taxes collected,193.01
2024-11-26,Tips,39.42
2024-11-26,Amount collected,2312.33
2024-11-26,Unpaid balance,0.00
2024-11-27,Gross sales,2246.52
2024-11-27,Refunds,0.00
2024-11-27,Net sales,2246.52
2024-11-27,Overpayments,0.00
2024-11-27,Taxes expected,205.33
2024-11-27,Taxes collected,205.33
2024-11-27,Tips,56.81
2024-11-27,Amount collected,2508.66
2024-11-27,Unpaid balance,0.00
2024-11-28,Gross sales,0.00
2024-11-28,Refunds,0.00
2024-11-28,Net sales,0.00
2024-11-28,Overpayments,0.00
2024-11-28,Taxes expected,0.00
2024-11-28,Taxes collected,0.00
2024-11-28,Tips,0.00
2024-11-28,Amount collected,0.00
2024-11-28,Unpaid balance,0.00
2024-11-29,Gross sales,3027.75
2024-11-29,Refunds,0.00
2024-11-29,Net sales,3027.75
2024-11-29,Overpayments,0.00
2024-11-29,Taxes expected,275.11
2024-11-29,Taxes collected,275.11
2024-11-29,Tips,37.78
2024-11-29,Amount collected,3340.64
2024-11-29,Unpaid balance,0.00
2024-11-30,Gross sales,3413.74
2024-11-30,Refunds,0.00
2024-11-30,Net sales,3413.74
2024-11-30,Overpayments,0.00
2024-11-30,Taxes expected,309.36
2024-11-30,Taxes collected,309.36
2024-11-30,Tips,35.75
2024-11-30,Amount collected,3758.85
2024-11-30,Unpaid balance,0.00
2024-12-01,Gross sales,3558.78
2024-12-01,Refunds,0.00
2024-12-01,Net sales,3558.78
2024-12-01,Overpayments,0.00
2024-12-01,Taxes expected,331.14
2024-12-01,Taxes collected,331.14
2024-12-01,Tips,84.41
2024-12-01,Amount collected,3974.33
2024-12-01,Unpaid balance,0.00
2024-12-02,Gross sales,2222.35
2024-12-02,Refunds,0.00
2024-12-02,Net sales,2222.35
2024-12-02,Overpayments,0.00
2024-12-02,Taxes expected,202.32
2024-12-02,Taxes collected,202.32
2024-12-02,Tips,24.43
2024-12-02,Amount collected,2449.10
2024-12-02,Unpaid balance,0.00
2024-12-03,Gross sales,0.00
2024-12-03,Refunds,0.00
2024-12-03,Net sales,0.00
2024-12-03,Overpayments,0.00
2024-12-03,Taxes expected,0.00
2024-12-03,Taxes collected,0.00
2024-12-03,Tips,0.00
2024-12-03,Amount collected,0.00
2024-12-03,Unpaid balance,0.00
2024-12-04,Gross sales,2203.91
2024-12-04,Refunds,0.00
2024-12-04,Net sales,2203.91
2024-12-04,Overpayments,0.00
2024-12-04,Taxes expected,199.60
2024-12-04,Taxes collected,199.60
2024-12-04,Tips,21.98
2024-12-04,Amount collected,2425.49
2024-12-04,Unpaid balance,0.00
2024-12-05,Gross sales,2472.48
2024-12-05,Refunds,0.00
2024-12-05,Net sales,2472.48
2024-12-05,Overpayments,0.00
2024-12-05,Taxes expected,229.22
2024-12-05,Taxes collected,229.22
2024-12-05,Tips,35.88
2024-12-05,Amount collected,2737.58
2024-12-05,Unpaid balance,0.00
2024-12-06,Gross sales,3111.21
2024-12-06,Refunds,0.00
2024-12-06,Net sales,3111.21
2024-12-06,Overpayments,0.00
2024-12-06,Taxes expected,287.77
2024-12-06,Taxes collected,287.77
2024-12-06,Tips,34.24
2024-12-06,Amount collected,3433.22
2024-12-06,Unpaid balance,0.00
2024-12-07,Gross sales,3140.97
2024-12-07,Refunds,0.00
2024-12-07,Net sales,3140.97
2024-12-07,Overpayments,0.00
2024-12-07,Taxes expected,292.12
2024-12-07,Taxes collected,292.12
2024-12-07,Tips,77.29
2024-12-07,Amount collected,3510.38
2024-12-07,Unpaid balance,0.00
2024-12-08,Gross sales,3570.59
2024-12-08,Refunds,0.00
2024-12-08,Net sales,3570.59
2024-12-08,Overpayments,0.00
2024-12-08,Taxes expected,328.52
2024-12-08,Taxes collected,328.52
2024-12-08,Tips,61.46
2024-12-08,Amount collected,3960.57
2024-12-08,Unpaid balance,0.00
2024-12-09,Gross sales,2183.48
2024-12-09,Refunds,0.00
2024-12-09,Net sales,2183.48
2024-12-09,Overpayments,0.00
2024-12-09,Taxes expected,199.33
2024-12-09,Taxes collected,199.33
2024-12-09,Tips,42.28
2024-12-09,Amount collected,2425.09
2024-12-09,Unpaid balance,0.00
2024-12-10,Gross sales,1898.56
2024-12-10,Refunds,0.00
2024-12-10,Net sales,1898.56
2024-12-10,Overpayments,0.00
2024-12-10,Taxes expected,176.70
2024-12-10,Taxes collected,176.70
2024-12-10,Tips,29.29
2024-12-10,Amount collected,2104.55
2024-12-10,Unpaid balance,0.00
2024-12-11,Gross sales,2760.70
2024-12-11,Refunds,0.00
2024-12-11,Net sales,2760.70
2024-12-11,Overpayments,0.00
2024-12-11,Taxes expected,256.98
2024-12-11,Taxes collected,256.98
2024-12-11,Tips,73.55
2024-12-11,Amount collected,3091.23
2024-12-11,Unpaid balance,0.00
2024-12-12,Gross sales,2410.91
2024-12-12,Refunds,0.00
2024-12-12,Net sales,2410.91
2024-12-12,Overpayments,0.00
2024-12-12,Taxes expected,224.11
2024-12-12,Taxes collected,224.11
2024-12-12,Tips,59.90
2024-12-12,Amount collected,2694.92
2024-12-12,Unpaid balance,0.00
2024-12-13,Gross sales,2840.66
2024-12-13,Refunds,0.00
2024-12-13,Net sales,2840.66
2024-12-13,Overpayments,0.00
2024-12-13,Taxes expected,264.40
2024-12-13,Taxes collected,264.40
2024-12-13,Tips,73.16
2024-12-13,Amount collected,3178.22
2024-12-13,Unpaid balance,0.00
2024-12-14,Gross sales,3811.75
2024-12-14,Refunds,0.00
2024-12-14,Net sales,3811.75
2024-12-14,Overpayments,0.00
2024-12-14,Taxes expected,348.42
2024-12-14,Taxes collected,348.42
2024-12-14,Tips,87.06
2024-12-14,Amount collected,4247.23
2024-12-14,Unpaid balance,0.00
2024-12-15,Gross sales,3575.44
2024-12-15,Refunds,0.00
2024-12-15,Net sales,3575.44
2024-12-15,Overpayments,0.00
2024-12-15,Taxes expected,330.16
2024-12-15,Taxes collected,330.16
2024-12-15,Tips,89.57
2024-12-15,Amount collected,3995.17
2024-12-15,Unpaid balance,0.00
2024-12-16,Gross sales,1813.43
2024-12-16,Refunds,0.00
2024-12-16,Net sales,1813.43
2024-12-16,Overpayments,0.00
2024-12-16,Taxes expected,166.22
2024-12-16,Taxes collected,166.22
2024-12-16,Tips,25.96
2024-12-16,Amount collected,2005.61
2024-12-16,Unpaid balance,0.00
2024-12-17,Gross sales,2032.72
2024-12-17,Refunds,0.00
2024-12-17,Net sales,2032.72
2024-12-17,Overpayments,0.00
2024-12-17,Taxes expected,183.70
2024-12-17,Taxes collected,183.70
2024-12-17,Tips,42.10
2024-12-17,Amount collected,2258.52
2024-12-17,Unpaid balance,0.00
2024-12-18,Gross sales,2683.27
2024-12-18,Refunds,0.00
2024-12-18,Net sales,2683.27
2024-12-18,Overpayments,0.00
2024-12-18,Taxes expected,246.81
2024-12-18,Taxes collected,246.81
2024-12-18,Tips,62.11
2024-12-18,Amount collected,2992.19
2024-12-18,Unpaid balance,0.00
2024-12-19,Gross sales,2815.85
2024-12-19,Refunds,0.00
2024-12-19,Net sales,2815.85
2024-12-19,Overpayments,0.00
2024-12-19,Taxes expected,255.02
2024-12-19,Taxes collected,255.02
2024-12-19,Tips,41.61
2024-12-19,Amount collected,3112.48
2024-12-19,Unpaid balance,0.00
2024-12-20,Gross sales,2992.20
2024-12-20,Refunds,0.00
2024-12-20,Net sales,2992.20
2024-12-20,Overpayments,0.00
2024-12-20,Taxes expected,275.59
2024-12-20,Taxes collected,275.59
2024-12-20,Tips,29.03
2024-12-20,Amount collected,3296.82
2024-12-20,Unpaid balance,0.00
2024-12-21,Gross sales,3159.16
2024-12-21,Refunds,0.00
2024-12-21,Net sales,3159.16
2024-12-21,Overpayments,0.00
2024-12-21,Taxes expected,289.64
2024-12-21,Taxes collected,289.64
2024-12-21,Tips,65.67
2024-12-21,Amount collected,3514.47
2024-12-21,Unpaid balance,0.00
2024-12-22,Gross sales,3412.76
2024-12-22,Refunds,0.00
2024-12-22,Net sales,3412.76
2024-12-22,Overpayments,0.00
2024-12-22,Taxes expected,313.49
2024-12-22,Taxes collected,313.49
2024-12-22,Tips,73.47
2024-12-22,Amount collected,3799.72
2024-12-22,Unpaid balance,0.00
2024-12-23,Gross sales,1894.16
2024-12-23,Refunds,0.00
2024-12-23,Net sales,1894.16
2024-12-23,Overpayments,0.00
2024-12-23,Taxes expected,176.28
2024-12-23,Taxes collected,176.28
2024-12-23,Tips,20.22
2024-12-23,Amount collected,2090.66
2024-12-23,Unpaid balance,0.00
2024-12-24,Gross sales,2095.07
2024-12-24,Refunds,0.00
2024-12-24,Net sales,2095.07
2024-12-24,Overpayments,0.00
2024-12-24,Taxes expected,193.19
2024-12-24,Taxes collected,193.19
